seq_idx,current_start1,current_end1,current_start2,current_end2,length
12,9142,15564,29610,36032,6423
12,88823,101645,158931,171753,12823
19,9773,11836,96354,98417,2064
19,9573,11736,90298,92461,2164
19,29841,32104,90098,92361,2264
19,29941,32204,96054,98317,2264
19,8573,14836,29041,35304,6264
19,89098,95361,94954,101217,6264
16,29826,32041,95939,98154,2216
16,29826,32041,166047,168262,2216
16,29826,32041,171046,173261,2216
16,29726,31941,946144,948359,2216
16,96239,102254,946544,952559,6016
16,166347,172362,946544,952559,6016
16,170446,176561,945644,951759,6116
16,165447,171762,170446,176761,6316
16,94939,101354,170046,176461,6416
16,89139,101954,159247,172062,12816
22,30063,32224,171283,173444,2162
22,30063,32224,946481,948642,2162
22,29663,31924,95776,98037,2262
22,95576,101637,945881,951942,6062
22,171283,177344,946481,952542,6062
22,95976,102337,171083,177444,6362
13,11167,15170,947876,951879,4004
13,31735,35738,91812,95815,4004
13,31935,35938,172972,176975,4004
13,11067,15370,172572,176875,4304
13,9967,15570,90512,96115,5604
13,29535,35438,634513,640416,5904
13,29835,35838,946076,952079,6004
13,8867,14970,634313,640416,6104
13,170472,176575,945676,951779,6104
13,89812,96015,170772,176975,6204
13,90312,96515,635213,641416,6204
13,170972,177175,634913,641116,6204
13,634813,641016,946076,952279,6204
13,89412,95715,945576,951879,6304
13,9467,15970,29935,36438,6504
10,11289,15201,947998,951910,3913
10,11489,15501,92034,96046,4013
10,11489,15601,97890,102002,4113
10,11089,15301,636535,640747,4213
10,11089,15401,172594,176906,4313
10,9189,15201,165694,171706,6013
10,96190,102202,946498,952510,6013
10,171294,177306,946498,952510,6013
10,95290,101402,634335,640447,6113
10,165994,172106,634935,641047,6113
10,166294,172406,946498,952610,6113
10,89634,95846,95490,101702,6213
10,90334,96546,166294,172506,6213
10,89834,96046,170794,177006,6213
10,90334,96546,635235,641447,6213
10,170894,177106,634835,641047,6213
10,634835,641047,946098,952310,6213
10,89934,96246,946098,952410,6313
10,165494,171806,170494,176806,6313
10,94990,101402,170094,176506,6413
10,95190,101902,165294,172006,6713
15,11272,15183,947981,951892,3912
15,11072,15383,172577,176888,4312
15,9972,15583,90517,96128,5612
15,8872,14983,634318,640429,6112
15,170477,176588,945681,951792,6112
15,89617,95828,170577,176788,6212
15,89317,95528,634218,640429,6212
15,90317,96528,946481,952692,6212
15,170977,177188,634918,641129,6212
15,634818,641029,946081,952292,6212
28,31816,35741,91893,95818,3926
28,29516,35441,634494,640419,5926
28,90393,96518,635294,641419,6126
1,31816,35741,91893,95818,3926
1,31816,35841,97749,101774,4026
1,11448,15573,172953,177078,4126
1,10248,15373,946957,952082,5126
1,9848,15573,90393,96118,5726
1,9748,15673,96149,102074,5926
1,29816,35741,165857,171782,5926
1,29516,35441,634494,640419,5926
1,29216,35141,945457,951382,5926
1,9248,15273,165757,171782,6026
1,29816,35841,170853,176878,6026
1,96149,102174,946457,952482,6026
1,8848,14973,634294,640419,6126
1,90393,96518,635294,641419,6126
1,95949,102074,634994,641119,6126
1,166057,172182,634994,641119,6126
1,165257,171382,945457,951582,6126
1,170853,176978,946057,952182,6126
1,89193,95418,95049,101274,6226
1,89193,95418,165157,171382,6226
1,89193,95418,170153,176378,6226
1,89493,95718,945657,951882,6226
1,171053,177278,634994,641219,6226
1,635194,641419,946457,952682,6226
1,8548,14873,29016,35341,6326
1,165457,171782,170453,176778,6326
1,94949,101374,170053,176478,6426
1,95849,102474,165957,172582,6626
2,11449,15545,172954,177050,4097
2,31917,36013,172954,177050,4097
2,31417,35813,97350,101746,4397
2,9849,15545,160749,166445,5697
2,9849,15645,90394,96190,5797
2,29517,35413,634495,640391,5897
2,9749,15745,96150,102146,5997
2,29717,35713,89794,95790,5997
2,29517,35513,159949,165945,5997
2,29717,35713,945958,951954,5997
2,8749,14845,634195,640291,6097
2,8849,14945,945558,951654,6097
2,90394,96490,635295,641391,6097
2,95850,101946,634895,640991,6097
2,95450,101546,945758,951854,6097
2,170454,176550,945658,951754,6097
2,89594,95790,170554,176750,6197
2,89294,95490,945458,951654,6197
2,95250,101446,159749,165945,6197
2,159749,165945,170354,176550,6197
2,160349,166545,634895,641091,6197
2,170954,177150,634895,641091,6197
2,634295,640491,945558,951754,6197
2,8549,14845,29017,35313,6297
2,89094,95390,94950,101246,6297
2,89494,95790,159849,166145,6297
2,160049,166345,945858,952154,6297
2,95450,101846,170554,176950,6397
4,11203,15225,162102,166124,4023
4,11203,15225,167708,171730,4023
4,11003,15325,97404,101726,4323
4,11003,15325,172508,176830,4323
4,10003,15525,90548,96070,5523
4,9903,15525,946612,952234,5623
4,96204,102226,946512,952534,6023
4,165308,171330,945512,951534,6023
4,171308,177330,946512,952534,6023
4,8703,14825,634149,640271,6123
4,90148,96270,635049,641171,6123
4,96004,102126,635049,641171,6123
4,160302,166424,634849,640971,6123
4,166008,172130,634949,641071,6123
4,170208,176330,634149,640271,6123
4,89148,95370,165108,171330,6223
4,89648,95870,170608,176830,6223
4,96204,102426,160702,166924,6223
4,160502,166724,171108,177330,6223
4,634249,640471,945512,951734,6223
4,89048,95370,94904,101226,6323
4,89948,96270,946112,952434,6323
4,160702,167024,166308,172630,6323
4,160002,166324,945812,952134,6323
4,165408,171730,170408,176730,6323
4,96004,102426,171108,177530,6423
4,95904,102526,166008,172630,6623
4,89848,102770,160202,173124,12923
7,31943,36015,172980,177052,4073
7,11475,15647,172980,177152,4173
7,31543,35715,91620,95792,4173
7,31543,35715,97476,101648,4173
7,31543,35715,636521,640693,4173
7,31543,35715,947784,951956,4173
7,9975,15547,90520,96092,5573
7,9975,15647,96376,102048,5673
7,9875,15547,946584,952256,5673
7,8775,14847,634221,640293,6073
7,96176,102248,946484,952556,6073
7,170480,176552,945684,951756,6073
7,90420,96592,635321,641493,6173
7,95976,102148,635021,641193,6173
7,170980,177152,634921,641093,6173
7,8575,14847,29043,35315,6273
7,89120,95392,94976,101248,6273
7,89520,95792,170480,176752,6273
7,90320,96592,946484,952756,6273
7,634821,641093,946084,952356,6273
7,95476,101848,170580,176952,6373
9,11489,15465,948198,952174,3977
9,31757,35733,91834,95810,3977
9,31757,35733,162189,166165,3977
9,31957,35933,636935,640911,3977
9,31757,35733,947998,951974,3977
9,11489,15565,92034,96110,4077
9,11489,15565,636935,641011,4077
9,31957,36033,172994,177070,4077
9,11089,15265,161989,166165,4177
9,11489,15665,172994,177170,4177
9,171294,177370,946498,952574,6077
9,89834,96010,170794,176970,6177
9,89434,95610,634335,640511,6177
9,160389,166565,634935,641111,6177
9,170894,177070,634835,641011,6177
9,90034,96310,946198,952474,6277
9,159989,166265,170594,176870,6277
9,160089,166365,945898,952174,6277
9,634835,641111,946098,952374,6277
9,89634,96010,159989,166365,6377
9,9489,15965,29957,36433,6477
23,31743,35701,91820,95778,3959
23,30443,36001,96376,101934,5559
23,29643,35501,634621,640479,5859
23,90420,96578,635321,641479,6159
23,95976,102134,635021,641179,6159
23,89120,95378,94976,101234,6259
26,11075,15346,172580,176851,4272
26,9975,15546,166484,172055,5572
26,165384,171755,170380,176751,6372
14,11185,15187,947894,951896,4003
14,11085,15287,91630,95832,4203
14,11085,15287,636531,640733,4203
14,11085,15387,172590,176892,4303
14,9985,15487,166490,171992,5503
14,171290,177292,946494,952496,6003
14,165990,172092,634931,641033,6103
14,166290,172392,946494,952596,6103
14,89230,95432,165190,171392,6203
14,89430,95632,170390,176592,6203
14,90230,96432,635131,641333,6203
14,90330,96532,946494,952696,6203
14,170990,177192,634931,641133,6203
14,634831,641033,946094,952296,6203
14,165190,171592,170190,176592,6403
17,31546,35714,91623,95791,4169
17,31546,35714,172583,176751,4169
17,29646,35514,634624,640492,5869
17,29746,35714,165787,171755,5969
17,90423,96591,635324,641492,6169
17,165387,171555,634324,640492,6169
17,170983,177151,634924,641092,6169
17,89123,95391,165087,171355,6269
17,89623,95891,170583,176851,6269
17,165387,171755,170383,176751,6369
20,11200,15247,162100,166147,4048
20,11500,15647,173005,177152,4148
20,10000,15547,166509,172056,5548
20,160700,166947,166309,172556,6248
20,160000,166247,170605,176852,6248
20,165309,171656,170305,176652,6348
21,11456,15607,172961,177112,4152
21,9256,15207,165761,171712,5952
21,8656,14807,634102,640253,6152
21,165961,172112,634902,641053,6152
21,170961,177112,634902,641053,6152
21,165461,171812,170461,176812,6352
11,11327,15454,97728,101855,4128
11,11627,15754,173132,177259,4128
11,9927,15554,90472,96099,5628
11,9227,15154,160126,166053,5928
11,9327,15254,165832,171759,5928
11,8927,14954,634373,640400,6028
11,90372,96499,635273,641400,6128
11,95928,102055,634973,641100,6128
11,160326,166453,634873,641000,6128
11,166032,172159,634973,641100,6128
11,170932,177059,634873,641000,6128
11,89172,95399,95028,101255,6228
11,89972,96199,165932,172159,6228
11,89572,95799,170532,176759,6228
11,95428,101655,159926,166153,6228
11,160426,166653,166032,172259,6228
11,159626,165853,170232,176459,6228
11,165432,171759,170432,176759,6328
11,95428,101855,170532,176959,6428
11,89172,101999,159526,172353,12828
11,89428,102255,159532,172359,12828
36,11110,15324,172615,176829,4215
8,9847,15545,160747,166445,5699
8,9847,15545,946556,952254,5699
8,9847,15645,90392,96190,5799
8,30315,36113,96248,102046,5799
8,9747,15645,635193,641091,5899
8,29515,35413,634493,640391,5899
8,9747,15745,96148,102146,5999
8,29715,35713,89792,95790,5999
8,29515,35513,159947,165945,5999
8,29715,35713,945956,951954,5999
8,90392,96490,635293,641391,6099
8,95848,101946,634893,640991,6099
8,95448,101546,945756,951854,6099
8,89592,95790,945756,951954,6199
8,95048,101246,159547,165745,6199
8,160347,166545,634893,641091,6199
8,634293,640491,945556,951754,6199
8,8547,14845,29015,35313,6299
8,89092,95390,94948,101246,6299
8,89492,95790,159847,166145,6299
8,160047,166345,945856,952154,6299
3,30415,35955,946656,952196,5541
3,9947,15587,90492,96132,5641
3,9847,15487,946556,952196,5641
3,9847,15587,160747,166487,5741
3,9747,15587,635193,641033,5841
3,9747,15687,96148,102088,5941
3,29815,35755,89892,95832,5941
3,29515,35455,634493,640433,5941
3,9547,15587,171052,177092,6041
3,29815,35855,95748,101788,6041
3,29515,35555,159947,165987,6041
3,29715,35755,170752,176792,6041
3,95548,101588,945856,951896,6041
3,90192,96332,635093,641233,6141
3,95848,101988,634893,641033,6141
3,160347,166487,634893,641033,6141
3,170952,177092,634893,641033,6141
3,170452,176592,945656,951796,6141
3,89192,95432,95048,101288,6241
3,89392,95632,170352,176592,6241
3,96148,102388,160647,166887,6241
3,159647,165887,170252,176492,6241
3,160347,166587,946156,952396,6241
3,634393,640633,945656,951896,6241
3,89492,95832,159847,166187,6341
3,89892,96232,946056,952396,6341
3,9447,15887,29915,36355,6441
3,94948,101388,170052,176492,6441
18,30303,36114,96236,102047,5812
18,29603,35514,634581,640492,5912
18,29803,35714,946044,951955,5912
18,29703,35714,89780,95791,6012
18,96236,102247,946544,952555,6012
18,90380,96491,635281,641392,6112
18,95836,101947,634881,640992,6112
18,89580,95791,945744,951955,6212
18,635281,641492,946544,952755,6212
18,89080,95391,94936,101247,6312
35,9978,15646,96379,102047,5669
27,10009,15608,171514,177113,5600
27,9209,15208,165714,171713,6000
27,165514,171813,170514,176813,6300
34,8538,14873,29006,35341,6336
37,89863,96118,95719,101974,6256
39,96191,102271,946496,952576,6081
40,159575,165768,165183,171376,6194
41,165410,171782,170406,176778,6373
42,634217,640479,945480,951742,6263
25,160354,166473,634896,641015,6120
25,166062,172181,634996,641115,6120
25,165262,171381,945459,951578,6120
25,159554,165773,165162,171381,6220
25,635196,641415,946459,952678,6220
25,160054,166373,945859,952178,6320
31,95373,101474,945678,951779,6102
31,170480,176581,945678,951779,6102
31,94973,101374,170080,176481,6402
24,165481,171585,634418,640522,6105
24,89217,95421,165181,171385,6205
24,89617,95821,170577,176781,6205
24,90217,96421,635118,641322,6205
24,170977,177181,634918,641122,6205
24,165281,171585,170277,176581,6305
29,89198,95415,165162,171379,6218
29,89998,96215,170958,177175,6218
29,165462,171779,170458,176775,6318
30,89101,95352,94957,101208,6252
30,95957,102208,160455,166706,6252
30,89101,101952,159455,172306,12852
32,160470,166700,166078,172308,6231
32,160370,166600,170974,177204,6231
32,165478,171808,170474,176804,6331
38,89054,95353,94910,101209,6300
