seq_idx,current_start1,current_end1,current_start2,current_end2,length
35,1828190,1830892,1832445,1835147,2703
35,1829542,1833844,1831645,1835947,4303
35,1827690,1833092,1829842,1835244,5403
50,3626158,3628644,3630031,3632517,2487
50,3625958,3629844,3627944,3631830,3887
50,3625844,3630730,3627731,3632617,4887
62,5143852,5145960,5337464,5339572,2109
62,5334077,5338285,5337364,5341572,4209
62,5141452,5146060,5331777,5336385,4609
123,2302050,2303248,5218090,5219288,1199
165,3982468,3985096,5374140,5376768,2629
166,4207553,4209043,4208710,4210200,1491
179,4453204,4455822,4455907,4458525,2619
182,4462874,4465140,5094801,5097067,2267
196,4828054,4829313,5422191,5423450,1260
29,1206388,1207877,1207562,1209051,1490
29,1205188,1207877,5282479,5285168,2690
29,1207262,1209951,5283379,5286068,2690
57,5351009,5352280,5351979,5353250,1272
57,4502681,4504452,5350809,5352580,1772
57,4502881,4504852,5351979,5353950,1972
59,4548654,4551656,4553260,4556262,3003
59,4548454,4554356,4550757,4556659,5903
59,4548457,4554359,4550760,4556662,5903
79,269313,270514,5215962,5217163,1202
144,3080606,3081937,3081590,3082921,1332
147,3316699,3318540,5438573,5440414,1842
160,3787075,3789867,5091207,5093999,2793
185,4547361,4549779,5429846,5432264,2419
202,5041988,5043571,5425426,5427009,1584
3,1206379,1207893,1207553,1209067,1515
3,1202929,1204743,1207653,1209467,1815
3,1205379,1207893,3402194,3404708,2515
3,1201729,1204343,1205279,1207893,2615
3,1205279,1207893,5282570,5285184,2615
3,1207353,1210067,5283470,5286184,2715
3,1201829,1204643,3402194,3405008,2815
3,1201829,1204643,5282670,5285484,2815
3,3401894,3405708,5282370,5286184,3815
3,1206853,1212267,3402494,3407908,5415
7,4461641,4463194,5079445,5080998,1554
7,232348,234101,4461441,4463194,1754
7,4461341,4463394,4606255,4608308,2054
7,4606555,4608608,5079445,5081498,2054
7,232348,234601,4606355,4608608,2254
7,232548,235301,5079445,5082198,2754
48,3045063,3048415,3050278,3053630,3353
48,3044363,3049415,3047021,3052073,5053
48,3045621,3051673,3048178,3054230,6053
58,4503252,4505073,5381792,5383613,1822
58,5351950,5353771,5381392,5383213,1822
58,4502752,4504673,5351850,5353771,1922
81,427446,429267,5248065,5249886,1822
91,913906,915205,914414,915713,1300
135,2961238,2963272,2962764,2964798,2035
169,4214686,4218320,4234723,4238357,3635
171,4339444,4341242,4644819,4646617,1799
177,4343208,4344773,4466260,4467825,1566
204,5120201,5123363,5378022,5381184,3163
2,4644879,4646317,5079388,5080826,1439
2,4606298,4608036,4644679,4646417,1739
2,232391,234229,4644779,4646617,1839
2,4339304,4341142,4644679,4646517,1839
2,4606498,4608536,5079388,5081426,2039
2,232291,234529,4606298,4608536,2239
2,232391,234729,4339404,4341742,2339
2,4339104,4341542,4606098,4608536,2439
2,4339604,4342042,5079488,5081926,2439
2,232491,235229,5079388,5082126,2739
9,1206464,1207950,1207638,1209124,1487
9,1202914,1204700,1207638,1209424,1787
9,1202014,1204600,1205564,1208150,2587
9,1205464,1208150,5282755,5285441,2687
9,1207338,1210024,5283455,5286141,2687
9,1201814,1204700,5282655,5285541,2887
17,4648611,4650010,5095740,5097139,1400
17,5095740,5097139,5098185,5099584,1400
17,4463213,4465512,5095140,5097439,2300
17,4462913,4466212,5097285,5100584,3300
17,4462813,4466212,4647611,4651010,3400
17,4647211,4658410,5096785,5107984,11200
21,4644839,4646377,5079348,5080886,1539
21,232351,234189,4644739,4646577,1839
21,232551,235289,5079448,5082186,2739
23,236108,237603,4466127,4467622,1496
23,4343175,4344670,4466227,4467722,1496
23,235908,237703,4342875,4344670,1796
72,236005,237589,4466024,4467608,1585
108,1280242,1281759,5231346,5232863,1518
184,4502786,4504579,5350914,5352707,1794
30,1206452,1207961,1207626,1209135,1510
30,1205452,1208061,5282743,5285352,2610
30,1207226,1209935,5283343,5286052,2710
83,428642,430620,5248623,5250601,1979
97,1204263,1205864,3403679,3405280,1602
109,1328772,1330341,5180835,5182404,1570
110,1328785,1330407,5180848,5182470,1623
127,2325025,2326834,5293819,5295628,1810
12,3134399,3136070,4335712,4337383,1672
12,3134299,3135970,5384534,5386205,1672
12,3134399,3136070,5412210,5413881,1672
12,4335812,4337483,5384734,5386405,1672
12,4335712,4337383,5412210,5413881,1672
12,5384434,5386105,5412010,5413681,1672
13,3668348,3673155,3679653,3684460,4808
13,3666656,3676263,3674253,3683860,9608
13,3668248,3677955,3675815,3685522,9708
13,3671256,3681363,3675115,3685222,10108
13,3668248,3682255,3671956,3685963,14008
13,3666915,3680922,3670653,3684660,14008
69,232395,234249,4644783,4646637,1855
145,3134619,3136219,4335932,4337532,1601
146,3134272,3135871,5412083,5413682,1600
222,5410708,5412571,5412167,5414030,1864
14,4339444,4341202,4644819,4646577,1759
14,4461424,4463182,4644719,4646477,1759
14,4606438,4608196,4644819,4646577,1759
14,4339444,4341402,4461524,4463482,1959
14,4461424,4463382,4606338,4608296,1959
14,4339044,4341402,4606038,4608396,2359
42,2961074,2963063,2962600,2964589,1990
42,2961074,2963263,5341426,5343615,2190
42,2962800,2966489,5341626,5345315,3690
65,5344148,5346251,5360303,5362406,2104
65,5347016,5349119,5360303,5362406,2104
65,5342948,5346551,5345816,5349419,3604
70,232503,235307,5079400,5082204,2805
176,4340793,4342949,5093444,5095600,2157
64,5344158,5346294,5360313,5362449,2137
64,5347026,5349162,5360313,5362449,2137
64,5343158,5346794,5346026,5349662,3637
201,4989321,4994953,4993672,4999304,5633
219,5347021,5349150,5360308,5362437,2130
220,5351973,5353777,5381415,5383219,1805
16,4340641,4342591,4647813,4649763,1951
16,4340641,4342591,5097387,5099337,1951
16,4648013,4649963,5093492,5095442,1951
16,5093592,5095542,5097687,5099637,1951
16,4340841,4343091,5093492,5095742,2251
16,4647213,4658363,5096787,5107937,11151
22,4606538,4608553,5079428,5081443,2016
22,232431,234646,4606438,4608653,2216
22,232531,235346,5079428,5082243,2816
111,1339611,1344966,1343964,1349319,5356
167,4211908,4213961,5280551,5282604,2054
181,4461296,4463322,4606210,4608236,2027
25,503888,505986,5261841,5263939,2099
25,501423,504521,503788,506886,3099
25,500123,504021,5260441,5264339,3899
53,4339404,4341411,4461484,4463491,2008
53,4461384,4463391,4606298,4608305,2008
53,4339204,4341611,4606198,4608605,2408
89,767869,774720,5184548,5191399,6852
138,2965770,2967989,5344332,5346551,2220
140,3040883,3043166,5245078,5247361,2284
168,4211763,4213783,5280406,5282426,2021
199,4852939,4855461,5267664,5270186,2523
41,2961139,2963411,5341492,5343764,2273
41,2960439,2963111,5125333,5128005,2673
41,5125833,5128805,5341292,5344264,2973
114,1573774,1576536,5318777,5321539,2763
139,2966131,2968406,5344693,5346968,2276
152,3408831,3412446,3411732,3415347,3616
173,4340761,4342911,5093412,5095562,2151
198,4853221,4855732,5267955,5270466,2512
26,501750,504687,506380,509317,2938
26,501350,504387,503715,506752,3038
26,502815,507452,505080,509717,4638
46,2965791,2968029,5344353,5346591,2239
46,2965991,2968229,5347421,5349659,2239
46,5343253,5346891,5346121,5349759,3639
105,1213880,1216843,1216170,1219133,2964
120,2124382,2126581,2127764,2129963,2200
121,2124372,2126577,2127754,2129959,2206
151,3388013,3390471,5137106,5139564,2459
175,4340812,4343018,5093463,5095669,2207
84,455770,458170,5108719,5111119,2401
107,1277815,1280473,5229952,5232610,2659
113,1573757,1576566,5318770,5321579,2810
134,2960517,2963137,5125411,5128031,2621
190,4619098,4622958,5313405,5317265,3861
98,1205090,1207786,5282381,5285077,2697
162,3915217,3918745,5225714,5229242,3529
170,4339390,4341802,4606384,4608796,2413
172,4339113,4341520,4606107,4608514,2408
28,1202131,1204703,1205718,1208290,2573
28,1205218,1207890,5282508,5285180,2673
28,1201631,1204403,5282508,5285280,2773
96,1201817,1204627,3402182,3404992,2811
99,1207437,1210077,5283554,5286194,2641
106,1277848,1280510,5229992,5232654,2663
207,5125826,5128729,5341285,5344188,2904
44,2962423,2965198,5125790,5128565,2776
44,5125590,5128565,5341049,5344024,2976
44,2962723,2966498,5341549,5345324,3776
68,169679,173423,5209844,5213588,3745
95,1201605,1204454,5282482,5285331,2850
141,3042535,3046304,5245297,5249066,3770
163,3928702,3931354,3930749,3933401,2653
43,2962340,2965140,5125707,5128507,2801
43,5125907,5128907,5341366,5344366,3001
43,2962740,2966440,5341566,5345266,3701
55,4463814,4466691,4648612,4651489,2878
55,4463814,4466691,5098186,5101063,2878
55,4647212,4658389,5096786,5107963,11178
104,1213973,1216879,1216262,1219168,2907
94,1201628,1204429,5282505,5285306,2802
117,1663201,1667081,5222055,5225935,3881
208,5141451,5145959,5331694,5336202,4509
116,1663179,1667086,5222050,5225957,3908
161,3915127,3918608,5225635,5229116,3482
206,5125907,5128847,5341366,5344306,2941
67,169427,173169,5209604,5213346,3743
216,5333887,5338126,5337174,5341413,4240
214,5289888,5294052,5370248,5374412,4165
218,5343217,5346856,5346085,5349724,3640
38,2303748,2308004,5086035,5090291,4257
38,5086035,5090291,5218989,5223245,4257
38,2302248,2307904,5217489,5223145,5657
39,2303150,2307367,5085437,5089654,4218
39,5085437,5089654,5218391,5222608,4218
39,2302350,2308067,5217591,5223308,5718
86,499713,503621,5260031,5263939,3909
125,2303706,2307948,5085993,5090235,4243
129,2479211,2484528,5132876,5138193,5318
133,2770244,2774906,5321295,5325957,4663
137,2962700,2966445,5341526,5345271,3746
189,4619280,4623081,5313605,5317406,3802
24,254457,262006,269242,276791,7550
24,263348,270897,269242,276791,7550
24,251157,262406,260048,271297,11250
136,2962691,2966438,5341517,5345264,3748
142,3044664,3048261,3047322,3050919,3598
213,5290106,5294245,5370466,5374605,4140
85,500006,503904,5260336,5264234,3899
118,1827941,1831588,1830093,1833740,3648
132,2770048,2774688,5321099,5325739,4641
119,1827894,1831594,1830046,1833746,3701
153,3625959,3629856,3627945,3631842,3898
77,261643,265929,5152361,5156647,4287
130,2479255,2484597,5132894,5138236,5343
217,5334014,5338278,5337301,5341565,4265
78,262052,266379,5152749,5157076,4328
143,3046975,3051278,3049532,3053835,4304
103,1209623,1214455,3405184,3410016,4833
209,5141978,5146550,5332303,5336875,4573
100,1209611,1214531,3405179,3410099,4921
51,3668318,3673146,3679623,3684451,4829
51,3675085,3680713,3678823,3684451,5629
51,3668018,3677646,3675585,3685213,9629
101,1209627,1214531,3405188,3410092,4905
154,3625832,3630731,3627719,3632618,4900
164,3928152,3933051,3930199,3935098,4900
80,319530,324761,1133452,1138683,5232
124,2302250,2307946,5217491,5223187,5697
186,4548458,4554355,4550761,4556658,5898
126,2302269,2307948,5217510,5223189,5680
195,4647928,4659106,5097502,5108680,11179
76,254308,261918,269093,276703,7611
102,1207181,1214421,3402742,3409982,7241
75,254736,262355,269521,277140,7620
156,3667997,3677616,3675564,3685183,9620
157,3668157,3677856,3675724,3685423,9700
158,3667365,3677064,3674962,3684661,9700
194,4646691,4657876,5096265,5107450,11186
192,4647948,4659197,5097522,5108771,11250
73,250430,261647,259319,270536,11218
193,4647965,4659184,5097539,5108758,11220
74,250384,261643,259273,270532,11260
