seq_idx,current_start1,current_end1,current_start2,current_end2,length
0,515698,521690,3917317,3923309,5993
0,522690,528782,3918417,3924509,6093
0,583071,589163,3918217,3924309,6093
0,452642,458834,3917217,3923409,6193
0,0,6238,516598,522890,6239
0,0,6238,583071,589363,6239
0,0,6238,607769,614061,6239
0,452542,458834,515498,521790,6293
0,515398,521690,521290,527582,6293
0,0,6338,453642,460034,6339
0,0,6338,522490,528882,6339
0,0,6338,3918217,3924609,6339
0,453442,459834,522290,528682,6393
0,581971,588663,606669,613361,6693
1,453084,457251,582513,586680,4168
1,453084,457251,607211,611378,4168
1,516040,520207,607211,611378,4168
1,521732,527499,582313,588080,5768
1,521732,527499,607011,612778,5768
1,515740,521607,582213,588080,5868
1,515740,521707,3917359,3923326,5968
1,582613,588580,3917759,3923726,5968
1,607111,613078,3917559,3923526,5968
1,0,6255,516640,522907,6256
1,0,6255,522532,528799,6256
1,0,6255,583113,589380,6256
1,0,6255,607811,614078,6256
1,0,6255,3918259,3924526,6256
1,453484,459751,3918059,3924326,6268
1,515440,521707,521332,527599,6268
1,521732,527999,3917459,3923726,6268
1,0,6355,453684,460051,6356
1,452384,458751,515340,521707,6368
1,453384,459751,522232,528599,6368
1,581913,588680,606611,613378,6768
10,452996,457099,582425,586528,4104
10,516052,520255,582525,586728,4204
10,0,6203,583125,589328,6204
10,0,6303,453696,459999,6304
10,0,6303,516652,522955,6304
10,452496,458799,515452,521755,6304
4,453001,457140,582430,586569,4140
4,452801,456940,606928,611067,4140
4,516057,520196,582530,586669,4140
4,515957,520096,607128,611267,4140
4,521849,525988,582430,586569,4140
4,521749,527488,607028,612767,5740
4,5,6244,516657,522896,6240
4,5,6244,583130,589369,6240
4,5,6244,607828,614067,6240
4,5,6344,453701,460040,6340
4,5,6344,522549,528888,6340
4,452501,458840,515457,521796,6340
4,515357,521696,521249,527588,6340
4,453401,459840,522249,528688,6440
4,581830,588569,606528,613267,6740
16,452995,457094,582424,586523,4100
16,516051,520250,582524,586723,4200
16,452495,458794,515451,521750,6300
7,515709,521725,3917328,3923344,6017
7,522701,528817,3918428,3924544,6117
7,452753,458969,3917328,3923544,6217
7,0,6273,453653,459969,6274
7,0,6273,516609,522925,6274
7,0,6273,522501,528817,6274
7,0,6273,3918228,3924544,6274
7,452453,458769,515409,521725,6317
7,515409,521725,521301,527617,6317
7,453253,459669,522101,528517,6417
25,515948,521049,582421,587522,5102
5,452836,458582,582265,588011,5747
5,515792,521738,3917411,3923357,5947
5,515892,521938,582365,588411,6047
5,582765,588811,3917911,3923957,6047
5,0,6186,583065,589311,6187
5,453236,459482,3917811,3924057,6247
5,0,6286,453636,459982,6287
5,0,6286,516592,522938,6287
5,0,6286,3918211,3924557,6287
5,452436,458782,515392,521738,6347
27,521684,527530,606963,612809,5847
6,515792,521738,3917411,3923357,5947
6,607963,613909,3918411,3924357,5947
6,515892,521938,582365,588411,6047
6,515992,522038,607163,613209,6047
6,582765,588811,3917911,3923957,6047
6,0,6186,583065,589311,6187
6,0,6186,607763,614009,6187
6,0,6286,516592,522938,6287
6,0,6286,3918211,3924557,6287
6,582065,588811,606763,613509,6747
12,522734,528832,3918461,3924559,6099
12,0,6188,3918261,3924459,6189
12,0,6288,453686,459984,6289
12,0,6288,522534,528832,6289
12,453486,459784,3918061,3924359,6299
12,453386,459784,522234,528632,6399
26,521744,527547,607023,612826,5804
11,515740,521590,582213,588063,5851
11,515740,521690,3917359,3923309,5951
11,583113,589163,3918259,3924309,6051
11,0,6238,516640,522890,6239
11,0,6238,583113,589363,6239
11,0,6238,3918259,3924509,6239
24,453316,459500,3917891,3924075,6185
28,581882,588660,606580,613358,6779
23,453436,459882,522284,528730,6447
19,0,6298,522528,528842,6299
